adoptType,createTime,dataInfoOperator,dataInfoState,dataInfoTime,entryWay,id,infoSource,infoType,modifyTime,provinceId,pubDate,pubDateStr,sourceUrl,summary,title
1,1582167379000,,0,1582167379000,1,5449,人民日报,1,1582167379000,1,1582167016000,12分钟前,http://m.weibo.cn/2803301701/4473995094751309,"据日本广播协会电视台20日报道，2名在“钻石公主”号邮轮上感染冠肺炎的患者死亡。这首次出现在“钻石公主”号邮轮感染新冠肺炎后死亡的病例。截至目前，日本国内新冠肺炎死亡病例增至3例。
",钻石公主号2名新冠肺炎感染者死亡
1,1580431224000,,0,1580431224000,1,1047,央视新闻,1,1580431224000,51,四川省,1580430743000,20-01-31 08:32,http://m.weibo.cn/2656274875/4466712638669143,"1月30日，四川省新型冠状病毒感染的肺炎病例确认专家组确认四川省新增新型冠状病毒感染的肺炎病例36例。截至1月30日24时，四川省累计报告新型冠状病毒感染的肺炎确诊病例177例（广元市1例无症状核酸检测阳性病例，暂不纳入确诊病例统计），涉及21个市（州）。177名患者中，危重4人,死亡1人，治愈出院1人。正在接受医学观察4214人，已解除医学观察345人。",四川新增确诊36例，累计177例
1,1580430919000,,0,1580430919000,1,1046,央视新闻,1,1580430919000,45,广西壮族自治区,1580430539000,20-01-31 08:28,http://m.weibo.cn/2656274875/4466711782934268,"1月30日0-24时，广西共新增新型冠状病毒感染的肺炎确诊病例9例。目前全区累计报告确诊病例87例，累计出院病例2例。现有重症病例5例，危重病例2例，无死亡病例，无医务人员感染病例。目前累计追踪到密切接触者1913例，尚在接受医学观察1564例。
",广西新增确诊9例，累计87例
1,1580430317000,,0,1580430317000,1,1043,人民日报,1,1580430317000,13,河北省,1580429975000,20-01-31 08:19,http://m.weibo.cn/2803301701/4466709416644008,"人民日报记者张腾扬：记者从河北省卫健委了解到，2020年1月30日0—24时，河北省报告新型冠状病毒感染的肺炎新增确诊病例17例，新增疑似病例51例。截至1月30日24时，河北省累计报告确诊病例82例，其中死亡1例，现有重症病例7例，无治愈出院病例。现有疑似病例78例。目前累计追踪到密切接触者1899人，当日解除隔离医学观察109人，现有1698人正在接受隔离医学观察。
",河北新增确诊17例，累计82例
1,1580430021000,,0,1580430021000,1,1042,央视新闻,1,1580430021000,21,辽宁省,1580429498000,20-01-31 08:11,http://m.weibo.cn/2656274875/4466707416231383,"2020年1月30日9时至24时，辽宁省新增4例新型冠状病毒感染的肺炎确诊病例，其中沈阳市1例，大连市2例,，朝阳市1例，均属普通型病例。截至2020年1月30日24时，辽宁省累计报告新型冠状病毒感染的肺炎确诊病例45例，其中重型病例8例，大连市治愈出院1例。确诊病例中，沈阳市10例、大连市7例、本溪市3例、丹东市5例、锦州市4例、营口市1例、辽阳市1例、铁岭市2例、朝阳市5例、盘锦市3例、葫芦岛市4例。目前44名在治患者均在定点医疗机构隔离治疗，病情平稳。44名在治患者中，39例病例为输入性病例，3例病例为武汉输入病例家属，2例为现有确诊病例的密切接触者。目前累计追踪到密切接触者744人，已解除医学观察73人，现有671人正在接受医学观察，其余正在追踪中。（总台央视记者李承泽）
",辽宁新增确诊病例4例，累计45例
1,1580430021000,,0,1580430021000,1,1041,央视新闻,2,1580430021000,100,全国,1580429345000,20-01-31 08:09,http://m.weibo.cn/2656274875/4466706774728840,"昨天，国家税务总局发布消息：根据疫情防控需要，在全国范围内将2月份纳税申报期限从2月17日延长至2月24日；对湖北等疫情严重地区可视情况再适当延长。此外，按照“尽可能网上办”的原则，各级税务部门要积极拓展“非接触式”办税缴费服务，提高涉税事项网上办理覆盖面。
",国家税务总局：延长2月份纳税申报期限
1,1580429117000,,0,1580429117000,1,1038,人民日报,1,1580429117000,31,上海市,1580428707000,20-01-31 07:58,http://m.weibo.cn/2803301701/4466704098560323,"2020年1月30日12—24时，上海市排除新型冠状病毒感染的肺炎疑似病例52例；新增确诊病例16例，其中外地来沪人员7例，本市常住人口9例。截至1月30日24时，上海市已累计排除疑似病例225例，发现确诊病例128例。目前，117例病情平稳，5例病情危重，5例治愈出院，1例死亡。尚有164例疑似病例正在排查中。
",上海新增16例，累计128例
1,1580427615000,,0,1580427615000,1,1036,央视新闻,1,1580427615000,11,北京市,1580427513000,20-01-31 07:38,http://m.weibo.cn/2656274875/4466699090350141,"1月30日8时至20时，北京市新增7例新型冠状病毒感染的肺炎病例，其中2例有湖北及其他省份接触史，5例为确诊病例的密切接触者，均已送至市级定点医疗机构进行救治。目前，北京市累计确诊病例121例，其中死亡1例，出院5例，115例在市级定点医院进行隔离治疗。
",北京新增7例病例，累计确诊121例
1,1580427318000,,0,1580427318000,1,1034,人民日报,2,1580427318000,13,河北省,1580427107000,20-01-31 07:31,http://m.weibo.cn/2803301701/4466697387377664,"人民日报记者张腾扬消息：1月30日，河北省发布《关于延迟企业复工复业的通知》（以下简称“《通知》”）要求，河北省行政区域内企业复工复业时间不早于2020年2月9日24时,涉及保障公共事业运行必需(供水、供气、供电、供暖、通信、公共交通、市政环卫等行业)、疫情防控必需(医疗器械、药品、防护用品、消杀用品生产运输和销售等行业)、群众生活必需(超市卖场、农贸市场、食品生产和物流供应等行业)及其他涉及重要国计民生的相关企业除外。
",河北企业复工不早于2月9日
1,1580425817000,,0,1580425817000,1,1030,央视新闻,1,1580425817000,50,重庆市,1580425600000,20-01-31 07:06,http://m.weibo.cn/2656274875/4466691067407996,2020年1月30日12—24时，重庆市报告新型冠状病毒感染的肺炎新增确诊病例24例，新增重型病例2例，重型病例转普通型病例2例。荣昌区为报告首例确诊病例。截至1月30日24时，重庆市累计报告新型冠状病毒感染的肺炎确诊病例206例，重型病例18例，危重型病例4例，出院病例1例。累计追踪到密切接触者4125人，已解除医学观察707人，尚有3418人正在接受医学观察。专家认为，现在疫情进入比较严峻复杂的时期，疫情防控正处于关键期。随着网格化主动搜索力度加大，潜伏期感染者逐渐发病，近期输入性病例将继续呈上升趋势。随着疫情进展，与输入的已发病患者及潜伏期感染者密切接触的二代病例可能会逐渐增多。重庆市卫生健康委提示：在疫情存续期间，请务必做好个人防护，尽量减少探亲访友，尽量避免去人群聚集场所，如必须外出，请正确佩戴口罩。勤洗手，打喷嚏或咳嗽时用纸巾或手肘捂住口鼻。,重庆新增24例，累计确诊206例
1,1580425517000,,0,1580425517000,1,1029,央视新闻,2,1580425517000,1,1580425025000,20-01-31 06:57,http://m.weibo.cn/2656274875/4466688655040648,30日晚，澳大利亚昆士兰卫生部门宣布确诊第二例新冠病毒感染肺炎病例。患者为中国籍42岁女游客，目前病情稳定，正在接受隔离治疗。她与昆士兰确诊的第一例病患同属一个9人旅行团。他们从武汉飞抵澳大利亚，结束在墨尔本的活动后，于1月27日乘坐虎航TT556航班从墨尔本抵达黄金海岸。目前，旅行团其他成员被隔离在黄金海岸接受医学观察。虎航表示当天航班共搭载172名乘客，卫生部门仍在搜寻同一航班的其他乘客，要求他们去接受病毒检测。截至目前，澳大利亚累计确诊9例新型冠状病毒感染肺炎病例。,澳大利亚累计确诊9例病例
1,1580425517000,,0,1580425517000,1,1028,央视新闻,1,1580425517000,1,1580424870000,20-01-31 06:54,http://m.weibo.cn/2656274875/4466688004802625,当地时间30日晚，意大利总理孔特在罗马向媒体表示，该国首次确诊两例新型冠状病毒感染肺炎病例。据意媒报道，被感染者是两名中国游客，此前已被意大利国家传染病研究所医院隔离收治，目前“状况良好”，其曾经留宿的酒店房间已被封锁，调查人员也向该国卫生部提交了初步报告。孔特表示，意大利相关部门正在对两名游客入境后的行踪进行仔细确认。他还强调，收治病人的是意大利专业机构，呼吁该国公众无需恐慌。,意大利首次确诊两例病例
1,1580424018000,,0,1580424018000,1,1024,人民日报,1,1580424018000,1,1580423660000,20-01-31 06:34,http://m.weibo.cn/2803301701/4466682930012294,当地时间30日晚间，德国巴伐利亚州卫生部宣布，确诊第五例新型冠状病毒肺炎患者。该患者与前4名患者均来自巴伐利亚州的德国全球性汽车天窗制造商伟博思通（WEBASTO）公司总部。据称，目前5人状况良好。目前，与确诊5例患者密切接触者共有110人，已被要求在家中进行自我隔离。巴伐利亚州卫生部呼吁，当地所有医院都要做好接收新型冠状病毒肺炎患者的准备。,德国确诊第五例新型冠状病毒肺炎患者
1,1580424018000,,0,1580424018000,1,1023,人民日报,1,1580424018000,1,1580423534000,20-01-31 06:32,http://m.weibo.cn/2803301701/4466682401543509,"意大利当地时间1月30日晚，意大利总理朱塞佩•孔特和卫生部长罗伯托•斯佩兰萨在罗马向媒体表示，意大利首次确诊两例新型冠状病毒感染肺炎病例。据意媒报道，被感染者是两名中国游客，此前已被意大利国家传染病研究所医院隔离收治，目前“状况良好”，其曾经留宿的酒店房间已被封锁，调查人员也向该国卫生部提交了初步报告。孔特表示，意大利相关部门正在对两名游客入境后的行踪进行仔细确认。他还强调，收治病人的是意大利专业机构，呼吁该国公众无需恐慌。同时，孔特还宣布意大利往返中国的航班已全部关闭。据意大利《共和报》及安莎社报道，两名患者为一对夫妻，来自中国武汉，分别为66岁和67岁，两人于1月23日抵达意大利米兰马尔彭萨机场，自那出发前往意大利各省游览。（人民日报记者韩硕）
",意大利首次确诊2例新型肺炎，往返意大利航空全部关闭
1,1580423719000,,0,1580423719000,1,1022,人民日报,1,1580423719000,42,湖北省,1580423257000,20-01-31 06:27,http://m.weibo.cn/2803301701/4466681239648020,"2020年1月30日0时-24时，湖北省新增新型冠状病毒感染的肺炎病例1220例。新增出院26例（其中：武汉市21例、孝感市2例、黄冈市1例、神农架林区2例）。 截至2020年1月30日24时，湖北省累计报告新型冠状病毒感染的肺炎病例5806例，已治愈出院116例，死亡204例。目前仍在院治疗5486例（其中：重症804例、危重症290例），均在定点医疗机构接受隔离治疗。累计追踪密切接触者35144人，尚在接受医学观察32340人。
",湖北新增1220例，累计5806例
1,1580415023000,,0,1580415023000,1,1020,人民日报,2,1580415023000,1,1580414540000,20-01-31 04:02,http://m.weibo.cn/2803301701/4466644677626659,"世界卫生组织总干事谭德塞宣布：①主要基于中国感染者数量增加、多个国家都出现疫情两个事实，宣布将新型冠状病毒疫情列为国际关注的突发公共卫生事件；②没有必要采取限制国际人员流动的措施；③#世卫组织不推荐限制旅行#的措施。
",世卫组织称没必要限制国际人员流动
1,1580414717000,,0,1580414717000,1,1019,央视新闻,2,1580414717000,1,1580414229000,20-01-31 03:57,http://m.weibo.cn/2656274875/4466643377490651,"世卫组织30日发布新型冠状病毒感染肺炎疫情为国际关注的突发公共卫生事件，强调不建议实施旅行和贸易限制，并再次高度肯定中方的防控举措。 
",世卫组织宣布疫情为国际关注的突发公共卫生事件
1,1580409452000,,0,1580409452000,1,1017,人民日报,1,1580409452000,1,1580408863000,20-01-31 02:27,http://m.weibo.cn/2803301701/4466620867443542,美东时间30日中午，美国疾病控制与预防中心（CDC）确认，伊利诺伊州新出现一例新型冠状病毒感染病例，为美国首例人传人感染。该最新确诊的病例为此前伊利诺伊州确诊患者（美国第二例）的丈夫，年龄为60多岁。该男性患者有“一些基本的健康状况”，但目前整体状况良好。截至目前，美国境内共发现新型冠状病毒确诊病例6例，其中华盛顿州1例，伊利诺伊州2例，加州2例，亚利桑那州1例。,美国出现首例人传人病例，累计确诊6例
1,1580402419000,,0,1580402419000,1,1015,人民日报,1,1580402419000,11,北京市,1580401986000,20-01-31 00:33,http://m.weibo.cn/2803301701/4466592022824562,"1月30日8时至20时，北京新增7例新型冠状病毒感染的肺炎病例，其中2例有湖北及其他省份接触史，5例为确诊病例的密切接触者，均已送至市级定点医疗机构进行救治。截至1月30日20时，北京累计确诊病例121例，其中死亡1例，出院5例，115例在市级定点医院进行隔离治疗。东城区2例、西城区12例、朝阳区21例、海淀区24例、丰台区11例、石景山区2例、门头沟区1例、通州区10例、顺义区2例、大兴区15例、昌平区9例、怀柔区1例，外地来京人员11例。房山区、平谷区、密云区、延庆区尚未有病例。
",北京新增7例，累计确诊121例
1,1580400618000,,0,1580400618000,1,1010,央视新闻,2,1580400618000,100,全国,1580400220000,20-01-31 00:03,http://m.weibo.cn/2656274875/4466584615287616,交通管制在传染源和健康人间建立起屏障，阻断了病毒的传播。疫情数据可能令人担心，但试想一下，如果没有采取措施，全国可能会有好几个“武汉”，确诊人数或许不是今天报告的7700多例，而是好几万例，甚至更多。,交通管制的效果将在未来几天显现
1,1580399117000,,0,1580399117000,1,1008,央视新闻,2,1580399117000,42,湖北省,1580398399000,20-01-30 23:33,http://m.weibo.cn/2656274875/4466576978229169,湖北省副省长曹广晶：医护工作者是抗击肺炎的中坚力量，如果他们得不到保护，战胜困难就难以实现。目前没有解决好尖锐的供需矛盾，我们诚恳接受社会各界，尤其是医护人员的批评。我们一定更加努力，尽快组织更多的医用物资，更加高效地把防护物资送到医护人员手中。 ,湖北副省长表示接受批评
1,1580395221000,,0,1580395221000,1,1004,央视新闻,2,1580395221000,42,湖北省,1580395071000,20-01-30 22:37,http://m.weibo.cn/2656274875/4466563019272047,"截至30日12时，湖北省红十字会、省慈善总会、省青少年发展基金会累计接收捐赠物资615.43万件，包括医用防护服2.66万套，N95口罩47.9万个，医用一次性口罩172.87万个，护目镜3.93万个等。定向捐赠的已直接送达，非定向捐赠的已由各级疫情防控指挥部统筹分配。
",湖北累计收到捐赠物资615.43万件
1,1580394918000,,0,1580394918000,1,1003,人民日报,2,1580394918000,42,湖北省,1580394704000,20-01-30 22:31,http://m.weibo.cn/2803301701/4466561479925742,"当前一是新型冠状病毒肺炎高峰期，再是湖北地区常见的流感高发期，还是呼吸道疾病的高发期，出现了定点医院出现了一床难求的情况，我们采取了三条措施：一是抓紧现有医院的改造扩增病床；二是加强分级分类排查；三是千方百计的保证医务物资的供用。 
",湖北省委书记回应一床难求：采取三条措施
0,1580394110000,,0,1580394110000,0,1002,人民日报,1,1580394110000,42,湖北省,1580389535000,20-01-30 21:05,https://weibo.com/2803301701/IrV02lIvs?from=page_1002062803301701_profile&wvr=6&mod=weibotime&type=comment,湖北省召开新型冠状病毒感染的肺炎疫情防控工作新闻发布会。今天0点到中午12点，湖北省新增确诊病例317人。,湖北省新增317例累计确诊4903例
1,1580387120000,,0,1580387120000,1,992,人民日报,2,1580387120000,100,全国,1580387021000,20-01-30 20:23,http://m.weibo.cn/2803301701/4466529254719912,国务院办公厅发布关于组织做好疫情防控重点物资生产企业复工复产和调度安排工作的紧急通知，要求各省(区、市)人民政府要切实履行主体责任，迅速组织本地区生产应对疫情使用的医用防护服、N95口罩、医用护目镜、负压救护车、相关药品等企业复工复产。,国办紧急通知：迅速组织疫情防控物资企业复工复产
1,1580385613000,,0,1580385613000,1,988,人民日报,1,1580385613000,44,广东省,1580384867000,20-01-30 19:47,http://m.weibo.cn/2803301701/4466520220377390,"广州市首2例新型冠状病毒感染儿童30日下午从广东省人民医院感染科治愈出院。广东省人民医院收治的两例新型冠状病毒感染儿童，均于1月25日晚就诊于省医院儿科发热门诊。其中一例为13岁男童，其1月19日前往湖北黄冈探亲，其间与在武汉读大学的哥哥同住一间房，1月24日返回广州后出现流涕、干咳。另一例为2岁11个月的女童，1月24日陪父母返湖北黄冈，逗留1小时后与爷爷奶奶一同返回广州，随后出现发热、干咳，体温高达40°C。两例患儿入院后，医院给予针对性治疗，经过专家多次会诊讨论及修订治疗方案。在医护人员精心护理、治疗下，患儿体温正常3天，病情明显改善，连续2次核酸检测均转为阴性，经专家会诊，达到出院标准，给予出院。广州市首两例新型冠状病毒感染儿童治愈出院
",广州首两例感染儿童出院
0,1580383998000,,0,1580383998000,0,986,青海省卫健委,1,1580383998000,63,青海省,1580383920000,20-01-30 19:32,https://wsjkw.qinghai.gov.cn/zhxw/xwzx/2020/01/30/1580377969996.html,"1月30日，根据《新型冠状病毒感染的肺炎诊疗方案（试行第四版）》规定，2名疑似病例患者苟某、郑某，病例样本经省疾病预防控制中心实验室复核检测，呈新型冠状病毒核酸阳性。结合患者临床表现、流行病学史，经省级医疗救治专家组会诊研判，确认为新型冠状病毒感染的肺炎确诊病例。
截至1月30日18时，我省累计报告新型冠状病毒感染的肺炎确诊病例8例，均为武汉输入性新型冠状病毒感染的肺炎确诊病例。目前除1例患者属重症病例外，其他7例患者病情稳定，密切接触者已开展追踪调查和医学观察。",青海新增2例累计8例
1,1580379617000,,0,1580379617000,1,983,央视新闻,1,1580379617000,12,天津市,1580379164000,20-01-30 18:12,http://m.weibo.cn/2656274875/4466496304750519,"截至今天14时，天津新增1例新型冠状病毒感染的肺炎确诊病例，确诊病例增至30例。第30例患者，女，64岁，居住地为天津市红桥区。患者1月19日与家人自驾到湖北孝感旅游，23日与家人自驾返津，28日出现呼吸道症状，去红桥医院就诊。29日出现发热，到天津市人民医院就诊。经专家组确诊为天津市第30例病例，为普通型病例。目前已转至海河医院治疗。根据流行病学调查，该患者主要密切接触者有4例，目前均已被采取居家隔离医学观察。红桥区疾控中心已对其住所进行终末消毒，并对其他密切接触者进行追踪排查。截至目前，天津累计发现新型冠状病毒感染的肺炎病例30例，其中男性23例，女性7例；重型13例，普通型17例；无危重及死亡病例。（总台央视记者王烁）
",天津新增1例累计30例
1,1580375417000,,0,1580375417000,1,978,人民日报,2,1580375417000,1,1580375109000,20-01-30 17:05,http://m.weibo.cn/2803301701/4466479296606315,环球网消息，据印度快报，印度出现首例新冠病毒感染肺炎确诊病例。印度快报称，该病例是一名在武汉读书的喀拉拉邦学生。 ,印度出现首例确诊病例
1,1580374215000,,0,1580374215000,1,976,央视新闻,2,1580374215000,11,北京市,1580373699000,20-01-30 16:41,http://m.weibo.cn/2656274875/4466473378462624,为做好疫情防控工作，北京地铁公司自1月31日首班车起，将启动北京地铁全线网进站测温工作。下一步，为应对返京客流高峰，北京地铁将在全网使用非配合式热成像体温测试系统进行测温工作。,北京地铁明起全线网测温进站
1,1580373318000,,0,1580373318000,1,974,人民日报,1,1580373318000,44,广东省,1580372967000,20-01-30 16:29,http://m.weibo.cn/2803301701/4466470308702235,截至1月30日12时，广东省累计报告新型冠状病毒感染的肺炎确诊病例354例。30日0-12时全省新增确诊病例43例，新增出院2例。新增确诊病例中，广州市15例、深圳市12例、珠海市8例、东莞市4例、中山市2例、湛江市2例。有1514名密切接触者正在接受医学观察。,广东新增43例新型肺炎
1,1580372716000,,0,1580372716000,1,973,央视新闻,1,1580372716000,44,广东省,1580372494000,20-01-30 16:21,http://m.weibo.cn/2656274875/4466468324691745,截止今天中午12点全省累计报告新型冠状病毒感染的肺炎确诊病例354例，0到12点全省新增确诊病例43例，新增出院两例，新增确诊病例中广州15例，深圳12例，珠海8例，东莞4例，中山2例，湛江2例，有1514名密切接触者，正在接受医学观察。累计报告确诊病例轴广州94例，深圳98例，珠海26例，汕头12例，佛山25例，韶关4例，河源1例，梅州1例，湛江11例，茂名3例，肇庆5例，清远6例，男性176例，女性178例。年龄11月龄到85岁中间。无死亡病例。累计出院是8例。,广东新增43例累计确诊354例
1,1580372417000,,0,1580372417000,1,972,人民日报,2,1580372417000,42,湖北省,1580372194000,20-01-30 16:16,http://m.weibo.cn/2803301701/4466467066016520,30日，湖北省教育厅发布通知要求“推迟开学不停学”。各中小学可通过在线直播、网络点播、在线答疑等形式组织教学；各高校可调整春季学期教学计划、利用慕课等开展网络课程、科学组织毕业设计(论文)等方式保障教学，利用视频电话进行论文预答辩。,湖北疫情期间开展网络教学
1,1580371521000,,0,1580371521000,1,971,央视新闻,1,1580371521000,50,重庆市,1580371105000,20-01-30 15:58,http://m.weibo.cn/2656274875/4466462498754176,2020年1月30日0—12时，重庆市报告新型冠状病毒感染的肺炎新增确诊病例17例。新增确诊病例中，渝中区3例、江北区2例、渝北区1例、大足区2例、开州区1例、梁平区1例、垫江县3例、忠县1例、云阳县1例、巫溪县2例。截至1月30日12时，重庆市累计报告新型冠状病毒感染的肺炎确诊病例182例，重型病例18例，危重型病例4例，出院病例1例。,重庆新增17例累计确诊182例
1,1580371521000,,0,1580371521000,1,970,央视新闻,2,1580371521000,44,广东省,1580371043000,20-01-30 15:57,http://m.weibo.cn/2656274875/4466462243036843,今天下午，广东省人民政府举行新闻发布会，通报广东省新型冠状病毒感染的肺炎疫情防控工作有关情况，重点介绍广州市防疫防控及保障工作情况，广东省卫生健康委、广州市政府及有关单位将现场通报相关情况。,广东通报疫情防控相关情况
1,1580368819000,,0,1580368819000,1,969,央视新闻,1,1580368819000,37,山东省,1580368064000,20-01-30 15:07,http://m.weibo.cn/2656274875/4466449744043809,2020年1月30日0—12时，山东省报告新型冠状病毒感染的肺炎新增确诊病例13例，其中：德州市4例（乐陵市2例，德城区、宁津县各1例）、青岛市3例（黄岛区、市北区、即墨区各1例）、淄博市2例（博山区）、滨州市2例（邹平市）、枣庄市1例（滕州市）、日照市1例（岚山区）。,山东新增13例累计158例
1,1580367914000,,0,1580367914000,1,965,人民日报,1,1580367914000,100,全国,1580367641000,20-01-30 15:00,http://m.weibo.cn/2803301701/4466447969760056,1月29日0-24时，全国新增确诊1737例，累计确诊7711例。国家卫生健康委召开新闻发布会，介绍新型冠状病毒感染的肺炎疫情防控中的运输保障情况。,卫健委疫情预防新闻发布会
1,1580367914000,,0,1580367914000,1,964,人民日报,1,1580367914000,33,浙江省,1580367519000,20-01-30 14:58,http://m.weibo.cn/2803301701/4466447457285482,1月29日0-24时，浙江新增确诊132例，累计确诊428例。浙江省政府新闻办举行新闻发布会，省卫健委及相关地方、部门负责同志和专家将出席，介绍疫情防控工作情况并回答记者提问。,浙江疫情防控新闻发布会
1,1580367018000,,0,1580367018000,1,963,人民日报,2,1580367018000,11,北京市,1580366662000,20-01-30 14:44,http://m.weibo.cn/2803301701/4466443866949088,据新京报，30日下午13时50分左右，北京大学第一医院呼吸和危重症医学科主任王广发从地坛医院出院。王广发作为国家卫健委专家组成员赴武汉考察时染病，为国内首位确诊感染新型冠状病毒的专家组成员。 ,染病专家组成员治愈出院
1,1580366130000,,0,1580366130000,1,962,央视新闻,2,1580366130000,100,全国,1580365918000,20-01-30 14:31,http://m.weibo.cn/2656274875/4466440742159532,交通运输部今天表示，各地交通运输部门要按照地方决策部署，依法依规开展通道管控和体温检测工作。不得采取封闭高速公路、阻断国省干线公路等措施，保障春运期间公路基本通行顺畅；不得简单采取堆填、挖断等硬隔离方式，阻碍农村公路交通。,疫情防控不得封闭高速公路
1,1580364617000,,0,1580364617000,1,959,央视新闻,1,1580364617000,31,上海市,1580364400000,20-01-30 14:06,http://m.weibo.cn/2656274875/4466434375978799,2020年1月30日0—12时，上海市排除疑似病例28例；新增新型冠状病毒感染的肺炎确诊病例11例，其中外地来沪人员3例，上海市常住人口8例。截至1月30日12时，上海市累计发现确诊病例112例，其中，男性60例，女性52例；年龄最大88岁，最小7岁；78例有湖北居住或旅行史，1例有广东旅行史并曾食用野生动物，31例有相关确诊病例接触史，2例无湖北接触史；外地来沪人员51例，上海市常住人员61例。目前，102例病情平稳，4例病情危重，5例治愈出院，1例死亡。已累计排除173例疑似病例，尚有199例疑似病例正在排查中。,上海新增11例累计112例
1,1580363718000,,0,1580363718000,1,957,央视新闻,2,1580363718000,100,全国,1580363502000,20-01-30 13:51,http://m.weibo.cn/2656274875/4466430613395438,今天，载有210人的日本政府第二架包机从湖北武汉抵达羽田机场，其中有9人出现咳嗽和发烧等症状。另有原定乘飞机回国的2人在事前检查中，被检出有发烧咳嗽症状没有登机。,日本第二批包机返日人员中9人发烧
1,1580362519000,,0,1580362519000,1,956,央视新闻,2,1580362519000,36,江西省,1580362286000,20-01-30 13:31,http://m.weibo.cn/2656274875/4466425508502617,江西高安市管控好重点区域，迅速启动市、乡、村、组四级联防联控机制，按照“网格化、责任人”的工作要求，动员全市力量加入到疫情防控战斗中。,直播！江西疫情防控工作如何？记者实地探访
1,1580361019000,,0,1580361019000,1,954,人民日报,2,1580361019000,100,全国,1580360907000,20-01-30 13:08,http://m.weibo.cn/2803301701/4466419724879647,近日，针对“宠物是否会传播新型冠状病毒”的问题，世界卫生组织 回应：目前没有证据显示狗猫等宠物会感染新型冠状病毒。与宠物接触后，用肥皂和水洗手可以显著减少其他常见细菌在宠物和人类之间的传播，如大肠杆菌和沙门氏菌。 ,世卫组织称无证据显示宠物会感染
1,1580359817000,,0,1580359817000,1,951,人民日报,2,1580359817000,11,北京市,1580358836000,20-01-30 12:33,http://m.weibo.cn/2803301701/4466411038836152,今天上午，北京市召开了新型冠状病毒感染的肺炎疫情防控工作新闻发布会。会后，北京市卫健委主任雷海潮介绍，目前小汤山医院已经启动修缮。当前，新型冠状病毒感染肺炎疫情防控形势严峻。各地版的“小汤山”医院都在紧锣密鼓的开工当中，北京小汤山康复医院此次修缮，是为了提供更好的就诊条件。这里将视疫情变化启用作为补充。,北京小汤山医院启动修缮
1,1580357417000,,0,1580357417000,1,948,央视新闻,1,1580357417000,12,天津市,1580357212000,20-01-30 12:06,http://m.weibo.cn/2656274875/4466404227118903,从天津市疾控中心获悉，截至1月30日9时，天津市新增1例新型冠状病毒感染的肺炎确诊病例，确诊病例增至29例。第29例患者，男，36岁，住天津市和平区，职业为市场销售，工作单位位于和平区。患者1月18日至1月22日去武汉出差，1月22日下午由武汉去往湖北枣阳，1月26日由枣阳自驾返津。该患者于1月29日出现发热，由120救护车送至第九八三医院和平分院，经市专家组确诊为天津市第29例病例，为普通型病例。目前已转至海河医院治疗。疾控部门对其住所开展终末消毒，对其近期活动的密切接触者正在进行追踪排査。其家属已进行居家隔离医学观察。截至目前，天津累计发现新型冠状病毒感染的肺炎病例29例，其中男性23例，女性6例；重型13例，普通型16例;无危重及死亡病例。,天津新增1例累计29例
1,1580357130000,,0,1580357130000,1,947,人民日报,1,1580357130000,43,湖南省,1580356801000,20-01-30 12:00,http://m.weibo.cn/2803301701/4466402502840353,30日上午，湖南省长沙市和郴州市各有一例新型冠状病毒感染的肺炎确诊患者救治情况良好，符合出院标准，治愈出院。据了解，长沙首例患者是57岁女性，武汉市青山区人，来长沙市探亲，因出现发热、咳嗽等症状，1月16日至医院就诊后被收至定点医院隔离治疗。1月21日，国家卫生健康委确认长沙市首例输入性新型冠状病毒感染的肺炎确诊病例。郴州首例患者邓某某，女，23岁，湖南宜章人，1月7日-9日在武汉逗留，1月9日返回株洲，1月16日返回郴州市，2020年1月21日21:00从宜章县县人民医院转入第二人民医院。据专家介绍，经过抗病毒、对症支持治疗后，体温恢复正常3天以上，呼吸道症状好转明显，连续两次呼吸道病原核酸检测阴性（采样间隔时间间隔24小时）。达到国家卫生健康委《新型冠状病毒感染的肺炎诊疗方案（试行第四版）》可解除隔离出院标准。,湖南两例确诊患者治愈出院
1,1580356521000,,0,1580356521000,1,945,央视新闻,2,1580356521000,21,辽宁省,1580356402000,20-01-30 11:53,http://m.weibo.cn/2656274875/4466400829454111,2020年1月29日16时至30日9时，辽宁省新增2例输入性新型冠状病毒感染的肺炎确诊病例，其中本溪市1例，属重型病例；盘锦市1例，属普通型病例。截至2020年1月30日9时，辽宁省累计报告新型冠状病毒感染的肺炎确诊病例41例，其中重型病例9例，大连市治愈出院1例。确诊病例中，沈阳市9例、大连市5例、本溪市3例、丹东市5例、锦州市4例、营口市1例、辽阳市1例、铁岭市2例、朝阳市4例、盘锦市3例、葫芦岛市4例。目前40名在治患者均在定点医疗机构隔离治疗，病情平稳。其中，36例病例发病前有武汉居住史或旅行史，3例病例为武汉输入病例家属，1例为现有确诊病例的密切接触者。目前累计追踪到密切接触者650人，已解除医学观察73人，现有577人正在接受医学观察，其余正在追踪中。,辽宁新增2例累计41例
1,1580356521000,,0,1580356521000,1,944,人民日报,2,1580356521000,42,湖北省,1580356389000,20-01-30 11:53,http://m.weibo.cn/2803301701/4466400774602516,抗击新型冠状病毒肺炎肺炎，武汉电视台新闻综合频道全天候直播。武汉加油，中国加油！,24小时不间断直播！抗击肺炎，武汉在行动！
